,api_name,api_description,input,example,error
692,hm_getmark,"Description
Returns the entity IDs of the passed entity type on the specified mark.
","Inputs

entity_type
The type of entity to query.
mark_id
The ID of the mark containing the entities. Valid values are 1 and 2.
panel_sensitive
Can be used when multiple panel levels have been pushed, either using the shortcut
            function keys, or the hm_pushpanel command. This option determines
            whether to use the current panel or the previous panel for the operation. This option is
            relevant only when the mark has been created from a panel entity selector under the
            above conditions. Valid options are:0 - Use the previous panel (default).
1 -
              Use the current panel.

model_name
The optional model to get the mark for. If not specified, the current model is
            used.

","Examples
To return the components on mark 1:hm_getmark comps 1
To return the components on mark 1 for model
        model-2:hm_getmark comps 1 0 model-2
A mark of loads is created in the Delete panel. The Mask panel has been pushed using the
        command ""hm_pushpanel mask"". A mark of loads is created in the Mask
        panel. To get the list of loads on mark 1 created from the Mask
        panel:hm_getmark loads 1 1
To get the list of loads on mark 1 created from the Delete
        panel:hm_getmark loads 1 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
693,hm_getmarkentitytypes,"Description
Returns a list of entity types that have entities populated on the specified mark.
","Inputs

mark_id
The mark ID of interest. Valid values are 1 and 2.

","Example
To get the list of entity types that have entities populated on mark 1:
hm_getmarkentitytypes 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
694,hm_getmass,"Description
This command returns the mass, volume and area of the selected elements or components.
","Inputs

entity_type
The type of entities to consider. Valid values are elems and comps.
mark_id
The ID of the mark. Valid values are 1 and 2.
mass_type
The type of mass to output.
0 - All mass values
2 - structural mass
3 - non-structural mass
4 - rigid mass
5 - lumped mass
6 - transferred mass
7 - engineering mass
8 - distributed mass

","Example
To get the mass for elements 1-100: 
*createmark elems 1 1-100
set temp [hm_getmass elems 1]
set mass [lindex $temp 0]
set vol [lindex $temp 1]
set area [lindex $temp 2]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
695,hm_getmeshedgeparams,"Description
This command returns all of the relevant automesh settings applied to a surface edge by
          *set_meshedgeparams. If no automesh settings are applied, no values are
        returned. The returned values are (in order):

elem_density
alg_type
bias_style
bias
min_size
max_size
chordal_dev
max_angle

","Inputs

edge_id
The global edge ID of the surface edge to query.

","Example
To get the automesh parameters assigned to edge with ID 15:
hm_getmeshedgeparams 15
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
696,hm_getmeshvolumesinfo,"Description
This command returns the number of volumes and multiple lists containing the element IDs
        and volume indices for each input element.
","Inputs

mark_id
The mark of elements to find volumes for. Valid values are 1 and 2.
mode
0: internal voids considered as ""voids"" and do not make a new volume
1: internal voids considered as new volumes

The output from this command is in the following format:
{n} {elem_id1 volume_i1 volume_j1} {elem_id2 volume_i2 volume_j2} ...
{n} - The number of identified volumes.
{elem_id volume_i volume_j} - List containing the ID of the shell element and a pair of
        volumes of corresponding element sides. The first volume (i) corresponds to the volume on
        the shell element side with normal pointing out. A volume of 0 represents free space (no
        volume).
If 0 volumes are detected, only {n} is returned.
","Example
To orient all shell elements so that the normal points toward the inside of the volume with
        the smallest ID (or inside if there is only one volume):
*createmark elements 1 displayed
set volumes_list [hm_getmeshvolumesinfo 1 0]
set num_volumes [lindex $volumes_list 0]
set volumes_list [lreplace $volumes_list 0 0]
set reverse_list""""
foreach elem $volumes_list{
    set elemid [lindex $elem 0] 
    set vol1 [lindex $elem 1]
    set vol2 [lindex $elem 2]
    if {$vol1 > $vol2} {
        lappend reverse_list $elemid
    }
}
if { [llength $reverse_list ] } {
    *clearmark elements 2
    eval *createmark elements 2 $reverse_list
    eval *normalsreverse elements 2 1.e-10
    *clearmark elements 2
}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
697,hm_getmodelcheckconcernentityidresultentityid,"Description
Finds the concerned non projecting untied nodes for a given contact group/interface. Untied
        node IDs are placed on mark 2.
","Inputs

display_name
The display name of the check to query. Currently supported values are:
? ""Un-Tied nodes in Contact Tied"" for LS-DYNA
? ""Un-Tied nodes in interface type2"" for Radioss


contact_id
ID of the contact for which untied nodes are to be found. This must be one of the
            contact IDs listed in the Model Checker browser after a Model Checker run.

","Examples
To find untied nodes for contact with ID 123:
For LS-DYNA:
hm_getmodelcheckconcernentityidresultentityid ""Un-Tied nodes in Contact Tied"" 123
For Radioss:
hm_getmodelcheckconcernentityidresultentityid ""Un-Tied nodes in interface type2"" 123
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
698,hm_getmodelcheckresultentids,"Description
Returns the entity IDs for the specified Model Check check display name.
","Inputs

display_name
The check display name.

","Example
To get the entity IDs for the check named ""Unused Materials"":
set ids [hm_getmodelcheckresultentids ""Unused Materials""]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
699,hm_getmoi,"Description
Returns the tensorial moment-of-inertia Ixx, Iyy, Izz, Ixy, Ixz, Iyz values for the
        selected entities.
","Inputs

entity_type
The type of entity to query. Currently supported for comps and elems.
mark_id
The ID of the mark containing the entities. Valid values are 1 and 2.
location_flag (optional)
Specifies the location about which the MOI is calculated. Valid values are:
0 - Global (0,0,0). Default.
1 - COG location.
2 - Node specified by node_id argument.


node_id (optional)
Specifies the node location about which the MOI is calculated if location_flag=2.
            Ignored otherwise.
axes_flag (optional)
Specifies the axes to report the MOI values relative to. Valid values are:
0 - Global axes. Default.
1 - Principal axes
2 - System specified by system_id argument.


system_id (optional)
Specifies the system ID to report the MOI values relative to if axes_flag=2. Ignored
            otherwise.
reserved_1
Reserved for future use. Must be set to 0.
reserved_2
Reserved for future use. Must be set to 0.

","Example
To get the MOI for components 1-5:
*createmark comps 1 1-5
hm_getmoi comps 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
700,hm_getnodalthickness,"Description
Gets the thickness of the node whose ID is given as the argument. 
","Inputs

entityType
The type of the entity. Only nodes are currently supported.
nodeID
ID of the node. 

","Example
This function queries the surface definition to obtain the thickness at a given node
        location. To obtain the thickness value using this function, the node should be associated
        with a geometric surface that was created using midsurface extraction tools in HyperMesh. The function returns ""-1"" if the thickness at that location
        could not be obtained.
hm_getnodalthickness node 73
","Errors
None.
"
701,hm_getnodessharedbyothercomps,"Description
This command returns the nodes on the input components that are shared by other
        components.
","Inputs

comp_mark_id
The ID of the mark containing the components with the nodes of interest. Valid values are 1 and 2.
node_mark_id
The ID of the mark containing the components with the nodes of interest. Valid values are 1 and 2.
exclude

0 - Do not exclude any nodes.
1 - Exclude nodes on mass, rigid and joint elements.


","Example
To find the nodes from component 100 shared by other components:
*createmark comps 1 100
hm_getnodessharedbyothercomps 1 1 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
702,hm_getoffset,"Description
This command returns the offset value of the specified element.
","Inputs

elem_id
The ID of the element to query.

","Example
To get the offset for element 100:
hm_getoffset 100
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
703,hm_getplanarfaces,"Description
Returns a list of planar face IDs.  These faces can be converted to surfaces using hm_getsurfacefromface.
","Example
To get the list of all planar face IDs:
set pfaces [hm_getplanarfaces];
","Errors
None.
",
704,hm_getPOLid,"Description
Returns the IDs of the POL lines.
","Example
To get the IDs of the POL lines:
hm_getPOLid
","Errors
None.
",
705,hm_getprojceid,"Description
Returns the ID of the connector from the FE weld data array for a given index. This command
        should only be used from within a connector-registered property script (which is executed
        during connector FE realization). The projection data this function relies upon is removed
        immediately after connector FE realization.
","Inputs

index
The index of the weld in the FE weld data array.

","Example
To get the connector ID for the 10th index in the weld data array:
set ce_id [hm_getprojceid 10]; 
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
